"pmid","title","source","abstract"
"37014915","Systematic comparison of unilamellar vesicles reveals that archaeal core lipid membranes are more permeable than bacterial membranes.","PLoS Biol","One of the deepest branches in the tree of life separates the Archaea from the Bacteria. These prokaryotic groups have distinct cellular systems including fundamentally different phospholipid membrane bilayers. This dichotomy has been termed the lipid divide and possibly bestows different biophysical and biochemical characteristics on each cell type. Classic experiments suggest that bacterial membranes (formed from lipids extracted from Escherichia coli, for example) show permeability to key metabolites comparable to archaeal membranes (formed from lipids extracted from Halobacterium salinarum), yet systematic analyses based on direct measurements of membrane permeability are absent. Here, we develop a new approach for assessing the membrane permeability of approximately 10 μm unilamellar vesicles, consisting of an aqueous medium enclosed by a single lipid bilayer. Comparing the permeability of 18 metabolites demonstrates that diether glycerol-1-phosphate lipids with methyl branches, often the most abundant membrane lipids of sampled archaea, are permeable to a wide range of compounds useful for core metabolic networks, including amino acids, sugars, and nucleobases. Permeability is significantly lower in diester glycerol-3-phosphate lipids without methyl branches, the common building block of bacterial membranes. To identify the membrane characteristics that determine permeability, we use this experimental platform to test a variety of lipid forms bearing a diversity of intermediate characteristics. We found that increased membrane permeability is dependent on both the methyl branches on the lipid tails and the ether bond between the tails and the head group, both of which are present on the archaeal phospholipids. These permeability differences must have had profound effects on the cell physiology and proteome evolution of early prokaryotic forms. To explore this further, we compare the abundance and distribution of transmembrane transporter-encoding protein families present on genomes sampled from across the prokaryotic tree of life. These data demonstrate that archaea tend to have a reduced repertoire of transporter gene families, consistent with increased membrane permeation. These results demonstrate that the lipid divide demarcates a clear difference in permeability function with implications for understanding some of the earliest transitions in cell origins and evolution.Copyright: © 2023 Łapińska et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited."
"37014508","Molecular characterisation defines clinically-actionable heterogeneity within Group 4 medulloblastoma and improves disease risk-stratification.","Acta Neuropathol","Group 4 tumours (MBGrp4) represent the majority of non-WNT/non-SHH medulloblastomas. Their clinical course is poorly predicted by current risk-factors. MBGrp4molecular substructures have been identified (e.g. subgroups/cytogenetics/mutations), however their inter-relationships and potential to improve clinical sub-classification and risk-stratification remain undefined. We comprehensively characterised the paediatric MBGrp4molecular landscape and determined its utility to improve clinical management. A clinically-annotated discovery cohort (n = 362 MBGrp4) was assembled from UK-CCLG institutions and SIOP-UKCCSG-PNET3, HIT-SIOP-PNET4 and PNET HR + 5 clinical trials. Molecular profiling was undertaken, integrating driver mutations, second-generation non-WNT/non-SHH subgroups (1-8) and whole-chromosome aberrations (WCAs). Survival models were derived for patients ≥ 3 years of age who received contemporary multi-modal therapies (n = 323). We first independently derived and validated a favourable-risk WCA group (WCA-FR) characterised by ≥ 2 features from chromosome 7 gain, 8 loss, and 11 loss. Remaining patients were high-risk (WCA-HR). Subgroups 6 and 7 were enriched for WCA-FR (p < 0·0001) and aneuploidy. Subgroup 8 was defined by predominantly balanced genomes with isolated isochromosome 17q (p < 0·0001). While no mutations were associated with outcome and overall mutational burden was low, WCA-HR harboured recurrent chromatin remodelling mutations (p = 0·007). Integration of methylation and WCA groups improved risk-stratification models and outperformed established prognostication schemes. Our MBGrp4risk-stratification scheme defines: favourable-risk (non-metastatic disease and (i) subgroup 7 or (ii) WCA-FR (21% of patients, 5-year PFS 97%)), very-high-risk (metastatic disease with WCA-HR (36%, 5-year PFS 49%)) and high-risk (remaining patients; 43%, 5-year PFS 67%). These findings validated in an independent MBGrp4cohort (n = 668). Importantly, our findings demonstrate that previously established disease-wide risk-features (i.e. LCA histology and MYC(N) amplification) have little prognostic relevance in MBGrp4disease. Novel validated survival models, integrating clinical features, methylation and WCA groups, improve outcome prediction and re-define risk-status for ~ 80% of MBGrp4. Our MBGrp4favourable-risk group has MBWNT-like excellent outcomes, thereby doubling the proportion of medulloblastoma patients who could benefit from therapy de-escalation approaches, aimed at reducing treatment induced late-effects while sustaining survival outcomes. Novel approaches are urgently required for the very-high-risk patients.© 2023. The Author(s)."
"37013004","Databases and prospects of dynamic gene regulation in eukaryotes: A mini review.","Comput Struct Biotechnol J","In eukaryotes, dynamic regulation enables DNA polymerases to catalyze a variety of RNA products in spatial and temporal patterns. Dynamic gene expression is regulated by transcription factors (TFs) and epigenetics (DNA methylation and histone modification). The applications of biochemical technology and high-throughput sequencing enhance the understanding of mechanisms of these regulations and affected genomic regions. To provide a searchable platform for retrieving such metadata, numerous databases have been developed based on the integration of genome-wide maps (e.g., ChIP-seq, whole-genome bisulfite sequencing, RNA-seq, ATAC-seq, DNase-seq, and MNase-seq data) and functionally genomic annotation. In this mini review, we summarize the main functions of TF-related databases and outline the prevalent approaches used in inferring epigenetic regulations, their associated genes, and functions. We review the literature on crosstalk between TF and epigenetic regulation and the properties of non-coding RNA regulation, which are challenging topics that promise to pave the way for advances in database development.© 2023 The Authors."
"37010025","Detection of CpG methylation level using methyl-CpG-binding domain-fused fluorescent protein.","Anal Methods","Methylation of cytosine to 5-methylcytosine on CpG dinucleotides is the most frequently studied epigenetic modification involved in the regulation of gene expression. In normal tissues, tissue-specific CpG methylation patterns are established during development. In contrast, alterations in methylation patterns have been observed in abnormal cells, such as cancer cells. Cancer type-specific CpG methylation patterns have been identified and used as biomarkers for cancer diagnosis. In this study, we developed a hybridization-based CpG methylation level sensing system using a methyl-CpG-binding domain (MBD)-fused fluorescent protein. In this system, the target DNA is captured by a complementary methylated probe DNA. When the target DNA is methylated, a symmetrically methylated CpG is formed in the double-stranded DNA. MBD specifically recognizes symmetrical methyl-CpG on double-stranded DNA; therefore, the methylation level is quantified by measuring the fluorescence intensity of the bound MBD-fused fluorescent protein. We prepared MBD-fused AcGFP1 and quantified the CpG methylation levels of the target DNA againstSEPT9,BRCA1, and long interspersed nuclear element-1 (LINE-1) using MBD-AcGFP1. This detection principle can be applied to the simultaneous and genome-wide modified base detection systems using microarrays coupled with modified base binding proteins fused to fluorescent proteins."
"37004583","Utility of genome-wide DNA methylation profiling for pediatric-type diffuse gliomas.","Brain Tumor Pathol","Despite the current progress of treatment, pediatric-type diffuse glioma is one of the most lethal primary malignant tumors in the central nervous system (CNS). Since pediatric-type CNS tumors are rare disease entities and highly heterogeneous, the diagnosis is challenging. An accurate diagnosis is essential for the choice of optimal treatment, which leads to precision oncology and improvement of the patient's outcome. Genome-wide DNA methylation profiling recently emerged as one of the most important tools for the diagnosis of CNS tumors, and the utility of this novel assay has been reported in both pediatric and adult patients. In the current World Health Organization classification published in 2021, several new entities are recognized in pediatric-type diffuse gliomas, some of which require methylation profiling. In this review, we investigated the utility of genome-wide DNA methylation profiling in pediatric-type diffuse glioma, as well as issues in the clinical application of this assay. Furthermore, the combination of genome-wide DNA methylation profiling and other comprehensive genomic assays, which may improve diagnostic accuracy and detection of the actionable target, will be discussed.© 2023. The Author(s), under exclusive licence to The Japan Society of Brain Tumor Pathology."
"37001402","Placental ischemia disrupts DNA methylation patterns in distal regulatory regions in rats.","Life Sci","Preeclampsia (PE) is a leading cause of maternal and fetal morbidity and mortality worldwide. However, the impact of PE on the organization of the functional architecture of the placental methylome remains largely unknown. We performed whole-genome bisulfite sequencing of placental DNA and applied a Hidden Markov Model to investigate epigenome-wide alterations in functional structures, including partially methylated domains (PMDs), low-methylated regions (LMRs), and unmethylated regions (UMRs), in a reduced uterine perfusion pressure (RUPP) rat model of PE. The remarkable similarity we observed between the rat and human placental DNA methylomes suggests that the RUPP rat model is appropriate to elucidate the epigenetic mechanisms underlying human PE. The notable changes in PMDs indicate RUPP-induced perturbation of the stressed placental methylome. This was probably regulated via modulation of the epigenetic modifier expression, including significant downregulation of Dnmt1 and Dnmt3a and upregulation of Tet2. More importantly, changes in RUPP-induced DNA methylation occurred predominately in LMRs (80 %), which represent active enhancers, rather than in canonical UMRs (3 %), which represent promoters, suggesting that placental ischemia disrupts enhancer DNA methylation. Our findings emphasize the role of enhancer methylation in response to PE, corroborating discoveries in human PE studies. We suggest paying more attention to enhancer regions in future studies on PE.Copyright © 2023. Published by Elsevier Inc."
"36999566","Analysis of global DNA methylation changes in human keratinocytes immediately following exposure to a 900 MHz radiofrequency field.","Bioelectromagnetics","The increasing use of nonionizing radiofrequency electromagnetic fields (RF-EMFs) in a wide range of technologies necessitates studies to further understanding of biological effects from exposures to such forms of electromagnetic fields. While previous studies have described mechanisms for cellular changes occurring following exposure to low-intensity RF-EMFs, the role of molecular epigenetics has not been thoroughly investigated. Specifically unresolved is the effect of RF-EMFs on deoxyribonucleic acid (DNA) methylation, which is a powerful epigenetic process, used by cells to regulate gene expression. DNA methylation is dynamic and can be rapidly triggered in response to external stimuli such as exposure to RF-EMFs. In the present study, we performed a global analysis of DNA methylation patterns in human keratinocytes exposed to 900 MHz RF-EMFs for 1 h at a low dose rate (estimated mean specific absorption rate (SAR) < 10 mW/kg). We used a custom system to allow stable exposure of cell cultures to RF-EMFs under biologically relevant conditions (37 °C, 5% CO2, 95% humidity). We performed whole genome bisulfite sequencing directly following RF-EMF exposure to examine the immediate changes in DNA methylation patterns and identify early differentially methylated genes in RF-EMF-exposed keratinocytes. By correlating global gene expression to whole genome bisulfite sequencing, we identified six common targets that were both differentially methylated and differentially expressed in response to RF-EMF exposure. The results highlight a potential epigenetic role in the cellular response to RF-EMFs. Particularly, the six identified targets may potentially be developed as epigenetic biomarkers for immediate responses to RF-EMF exposure. Bioelectromagnetics. 1-13, © 2023 Bioelectromagnetics Society. This article has been contributed to by U.S. Government employees and their work is in the public domain in the USA.© 2023 Bioelectromagnetics Society. This article has been contributed to by U.S. Government employees and their work is in the public domain in the USA."
"36999060","I kappa B kinase interacting protein as a promising biomarker in pan-cancer: A multi-omics analysis.","Front Genet","Background:Human chromosome 12 contains I kappa B kinase interacting protein (IKBIP) is also commonly known as IKIP. The involvement of IKBIP in the growth of tumors has only been discussed in a small number of publications.Purpose:To explore the role that IKBIP plays in the development of a wide variety of neoplasms, as well as the tumor immunological microenvironment.Methods:UALCAN, HPA, Genotype Tissue Expression, Cancer Genome Maps, and other datasets were used to analyze IKBIP expression. We thoroughly investigated the predictive importance of IKBIP in pan-cancer, clinical traits, and genetic anomalies. We studied whether there is a link between IKBIP and immune-related genes, microsatellite instability (MSI), and the incidence of tumor mutational burden (TMB). The link between immune cell infiltration and IKBIP expression was examined using data on immune cell infiltration from ImmuCellAI, TIMER2, and earlier studies. Finally, gene set enrichment analysis (GSEA) was performed to determine the signaling pathways associated with IKBIP.Results:IKBIP is highly expressed in most cancers and is negatively associated with the prognosis of several major cancer types. Furthermore, IKBIP expression was linked to TMB in 13 cancers and MSI in seven cancers. Additionally, IKBIP is associated with numerous immunological and cancer-promoting pathways. Simultaneously, various cancer types have unique tumor-infiltrating immune cell profiles.Conclusion:IKBIP has the potential to act as a pan-cancer oncogene and is crucial for both carcinogenesis and cancer immunity. Elevated IKBIP expression implies an immunosuppressive environment and may be used as a prognostic biomarker and therapeutic target.Copyright © 2023 Bi, Wang, Xiao, Zhao, Guo, Xiong, Ji, Li, Li and Qin."
"36995932","Protocol to identify the core gene supported by an essential gene in E. coli bacteria using a genome-wide suppressor screen.","STAR Protoc","We describe here a genome-wide screening approach to identify the most critical core reaction among a network of many that are supported by an essential gene to establish cell viability. We describe steps for maintenance plasmid construction, knockout cell construction, and phenotype validation. We then detail isolation of suppressors, whole-genome sequencing analysis, and reconstruction of CRISPR mutants. We focus on E. coli trmD, which encodes an essential methyl transferase that synthesizes m1G37 on the 3'-side of the tRNA anticodon. For complete details on the use and execution of this protocol, please refer to Masuda et al. (2022).1.Copyright © 2023 The Authors. Published by Elsevier Inc. All rights reserved."
"36994855","An epigenome-wide analysis of sex hormone levels and DNA methylation in male blood samples.","Epigenetics","Endogenous sex hormones and DNA methylation both play important roles in various diseases. However, their interplay is largely unknown. A deeper understanding of their interrelationships could provide new insights into the pathology of disease development. We, therefore, investigated associations between circulating sex hormones, sex hormone binding globulin (SHBG), and DNA methylation in blood, using samples from 77 men (65 with repeated samples), from the population-based Northern Sweden Health and Disease Study (NSHDS). DNA methylation was measured in buffy coat using the Infinium Methylation EPIC BeadChip (Illumina). Sex hormone (oestradiol, oestrone, testosterone, androstenedione, dehydroepiandrosterone, and progesterone) and SHBG concentrations were measured in plasma using a high-performance liquid chromatography tandem mass spectrometry (LC/MS-MS) method and an enzyme-linked immunoassay, respectively. Associations between sex hormones, SHBG, and DNA methylation were estimated using both linear regression and mixed-effects models. Additionally, we used the comb-p method to identify differentially methylated regions based on nearbyPvalues. We identified one novel CpG site (cg14319657), at which DNA methylation was associated with dehydroepiandrosterone, surpassing a genome-wide significance level. In addition, more than 40 differentially methylated regions were associated with levels of sex hormones and SHBG and several of these mapped to genes involved in hormone-related diseases. Our findings support a relationship between circulating sex hormones and DNA methylation and suggest that further investigation is warranted, both for validation, further exploration and to gain a deeper understanding of the mechanisms and potential consequences for health and disease."
"36993649","The Genetic and Epigenetic Features of Bilateral Wilms Tumor Predisposition: A Report from the Children's Oncology Group AREN18B5-Q Study.","Res Sq","This study comprehensively evaluated the landscape of genetic and epigenetic events that predispose to synchronous bilateral Wilms tumor (BWT). We performed whole exome or whole genome sequencing, total-strand RNA-seq, and DNA methylation analysis using germline and/or tumor samples from 68 patients with BWT from St. Jude Children's Research Hospital and the Children's Oncology Group. We found that 25/61 (41%) of patients evaluated harbored pathogenic or likely pathogenic germline variants, withWT1(14.8%),NYNRIN(6.6%),TRIM28(5%) and the BRCA-related genes (5%)BRCA1,BRCA2, andPALB2being most common. GermlineWT1variants were strongly associated with somatic paternal uniparental disomy encompassing the 11p15.5 and 11p13/WT1loci and subsequent acquired pathogenicCTNNB1variants. Somatic coding variants or genome-wide copy number alterations were almost never shared between paired synchronous BWT, suggesting that the acquisition of independent somatic variants leads to tumor formation in the context of germline or early embryonic, post-zygotic initiating events. In contrast, 11p15.5 status (loss of heterozygosity, loss or retention of imprinting) was shared among paired synchronous BWT in all but one case. The predominant molecular events for BWT predisposition include pathogenic germline variants or post-zygotic epigenetic hypermethylation at the 11p15.5 H19/ICR1 locus (loss of imprinting). This study demonstrates that post-zygotic somatic mosaicism for 11p15.5 hypermethylation/loss of imprinting is the single most common initiating molecular event predisposing to BWT. Evidence of somatic mosaicism for 11p15.5 loss of imprinting was detected in leukocytes of a cohort of BWT patients and long-term survivors, but not in unilateral Wilms tumor patients and long-term survivors or controls, further supporting the hypothesis that post-zygotic 11p15.5 alterations occurred in the mesoderm of patients who go on to develop BWT. Due to the preponderance of BWT patients with demonstrable germline or early embryonic tumor predisposition, BWT exhibits a unique biology when compared to unilateral Wilms tumor and therefore warrants continued refinement of its own treatment-relevant biomarkers which in turn may inform directed treatment strategies in the future."
"36993343","Cell-type specific EWAS identifies genes involved in HIV pathogenesis and oncogenesis among people with HIV infection.","bioRxiv","Epigenome-wide association studies (EWAS) of heterogenous blood cells have identified CpG sites associated with chronic HIV infection, which offer limited knowledge of cell-type specific methylation patterns associated with HIV infection. Applying a computational deconvolution method validated by capture bisulfite DNA methylation sequencing, we conducted a cell type-based EWAS and identified differentially methylated CpG sites specific for chronic HIV infection among five immune cell types in blood: CD4+ T-cells, CD8+ T-cells, B cells, Natural Killer (NK) cells, and monocytes in two independent cohorts (Ntotal=1,134). Differentially methylated CpG sites for HIV-infection were highly concordant between the two cohorts. Cell-type level meta-EWAS revealed distinct patterns of HIV-associated differential CpG methylation, where 67% of CpG sites were unique to individual cell types (false discovery rate, FDR <0.05). CD4+ T-cells had the largest number of HIV-associated CpG sites (N=1,472) compared to any other cell type. Genes harboring statistically significant CpG sites are involved in immunity and HIV pathogenesis (e.g.CX3CR1in CD4+ T-cells,CCR7in B cells,IL12Rin NK cells,LCKin monocytes). More importantly, HIV-associated CpG sites were overrepresented for hallmark genes involved in cancer pathology (FDR<0.05) (e.g.BCL family, PRDM16, PDCD1LGD, ESR1, DNMT3A, NOTCH2). HIV-associated CpG sites were enriched among genes involved in HIV pathogenesis and oncogenesis such as Kras-signaling, interferon-α and -γ, TNF-α, inflammatory, and apoptotic pathways. Our findings are novel, uncovering cell-type specific modifications in the host epigenome for people with HIV that contribute to the growing body of evidence regarding pathogen-induced epigenetic oncogenicity, specifically on HIV and its comorbidity with cancers."
"36993271","Novel CYP1B1-RMDN2 Alzheimer's disease locus identified by genome-wide association analysis of cerebral tau deposition on PET.","medRxiv","Determining the genetic architecture of Alzheimer's disease (AD) pathologies can enhance mechanistic understanding and inform precision medicine strategies. Here, we performed a genome-wide association study of cortical tau quantified by positron emission tomography in 3,136 participants from 12 independent studies. TheCYP1B1-RMDN2locus was associated with tau deposition. The most significant signal was at rs2113389, which explained 4.3% of the variation in cortical tau, whileAPOE4rs429358 accounted for 3.6%. rs2113389 was associated with higher tau and faster cognitive decline. Additive effects, but no interactions, were observed between rs2113389 and diagnosis,APOE4, and Aβ positivity.CYP1B1expression was upregulated in AD. rs2113389 was associated with higherCYP1B1expression and methylation levels. Mouse model studies provided additional functional evidence for a relationship betweenCYP1B1and tau deposition but not Aβ. These results may provide insight into the genetic basis of cerebral tau and novel pathways for therapeutic development in AD."
"36991516","DNA methylation age in paired tumor and adjacent normal breast tissue in Chinese women with breast cancer.","Clin Epigenetics","Few studies have examined epigenetic age acceleration (AA), the difference between DNA methylation (DNAm) predicted age and chronological age, in relation to somatic genomic features in paired cancer and normal tissue, with less work done in non-European populations. In this study, we aimed to examine DNAm age and its associations with breast cancer risk factors, subtypes, somatic genomic profiles including mutation and copy number alterations and other aging markers in breast tissue of Chinese breast cancer (BC) patients from Hong Kong.We performed genome-wide DNA methylation profiling of 196 tumor and 188 paired adjacent normal tissue collected from Chinese BC patients in Hong Kong (HKBC) using Illumina MethylationEPIC array. The DNAm age was calculated using Horvath's pan-tissue clock model. Somatic genomic features were based on data from RNA sequencing (RNASeq), whole-exome sequencing (WES), and whole-genome sequencing (WGS). Pearson's correlation (r), Kruskal-Wallis test, and regression models were used to estimate associations of DNAm AA with somatic features and breast cancer risk factors.DNAm age showed a stronger correlation with chronological age in normal (Pearson r = 0.78, P < 2.2e-16) than in tumor tissue (Pearson r = 0.31, P = 7.8e-06). Although overall DNAm age or AA did not vary significantly by tissue within the same individual, luminal A tumors exhibited increased DNAm AA (P = 0.004) while HER2-enriched/basal-like tumors exhibited markedly lower DNAm AA (P = < .0001) compared with paired normal tissue. Consistent with the subtype association, tumor DNAm AA was positively correlated with ESR1 (Pearson r = 0.39, P = 6.3e-06) and PGR (Pearson r = 0.36, P = 2.4e-05) gene expression. In line with this, we found that increasing DNAm AA was associated with higher body mass index (P = 0.039) and earlier age at menarche (P = 0.035), factors that are related to cumulative exposure to estrogen. In contrast, variables indicating extensive genomic instability, such as TP53 somatic mutations, high tumor mutation/copy number alteration burden, and homologous repair deficiency were associated with lower DNAm AA.Our findings provide additional insights into the complexity of breast tissue aging that is associated with the interaction of hormonal, genomic, and epigenetic mechanisms in an East Asian population.© 2023. This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply."
"36991182","Identification and functional characterization of three cytochrome P450 genes for the abietane diterpenoid biosynthesis in Isodon lophanthoides.","Planta","We identify two ferruginol synthases and a 11-hydroxyferruginol synthase from a traditional Chinese medicinal herb Isodon lophanthoides and propose their involvement in two independent abietane diterpenoids biosynthetic pathways. Isodon lophanthoides is a traditional Chinese medicinal herb rich in highly oxidized abietane-type diterpenoids. These compounds exhibit a wide range of pharmaceutical activities, yet the biosynthesis is barely known. Here, we describe the screening and functional characterization of P450s that oxidize the abietane skeleton abietatriene. We mainly focused on CYP76 family and identified 12 CYP76AHs by mining the RNA-seq data of I. lophanthoides. Among the 12 CYP76AHs, 6 exhibited similar transcriptional expression features as upstream diterpene synthases, including root or leaf-preferential expression pattern and highly MeJA inducibility. These six P450s were considered as first-tier candidates and functionally characterized in yeast and plant cells. In yeast assays showed that both CYP76AH42 and CYP76AH43 were ferruginol synthases hydroxylating the C12 position of abietatriene, whereas CYP76AH46 was characterized as a 11-hydroxyferruginol synthase which catalyzes two successive oxidations at C12 and C11 of abietatriene. Heterologous expression of three CYP76AHs in Nicotiana benthamiana resulted in the formation of ferruginol. qPCR analysis showed CYP76AH42 and CYP76AH43 were mainly expressed in the root, which was consistent with the distribution of ferruginol in the root periderms. CYP76AH46 was primarily expressed in the leaves where barely ferruginol or 11-hydroxyferruginol was detected. In addition to distinct organ-specific expression pattern, three CYP76AHs exhibited different genomic structures (w or w/o introns), low protein sequence identities (51-63%) and were placed in separate subclades in the phylogenetic tree. These results suggest that the identified CYP76AHs may be involved in at least two independent abietane biosynthetic pathways in the aerial and underground parts of I. lophanthoides.© 2023. The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature."
"36990534","Multi-CpG linear regression models to accurately predict paclitaxel and docetaxel activity in cancer cell lines.","Adv Cancer Res","The microtubule-targeting paclitaxel (PTX) and docetaxel (DTX) are widely used chemotherapeutic agents. However, the dysregulation of apoptotic processes, microtubule-binding proteins, and multi-drug resistance efflux and influx proteins can alter the efficacy of taxane drugs. In this review, we have created multi-CpG linear regression models to predict the activities of PTX and DTX drugs through the integration of publicly available pharmacological and genome-wide molecular profiling datasets generated using hundreds of cancer cell lines of diverse tissue of origin. Our findings indicate that linear regression models based on CpG methylation levels can predict PTX and DTX activities (log-fold change in viability relative to DMSO) with high precision. For example, a 287-CpG model predicts PTX activity at R2of 0.985 among 399 cell lines. Just as precise (R2=0.996) is a 342-CpG model for predicting DTX activity in 390 cell lines. However, our predictive models, which employ a combination of mRNA expression and mutation as input variables, are less accurate compared to the CpG-based models. While a 290 mRNA/mutation model was able to predict PTX activity with R2of 0.830 (for 546 cell lines), a 236 mRNA/mutation model could calculate DTX activity at R2of 0.751 (for 531 cell lines). The CpG-based models restricted to lung cancer cell lines were also highly predictive (R2≥0.980) for PTX (74 CpGs, 88 cell lines) and DTX (58 CpGs, 83 cell lines). The underlying molecular biology behind taxane activity/resistance is evident in these models. Indeed, many of the genes represented in PTX or DTX CpG-based models have functionalities related to apoptosis (e.g., ACIN1, TP73, TNFRSF10B, DNASE1, DFFB, CREB1, BNIP3), and mitosis/microtubules (e.g., MAD1L1, ANAPC2, EML4, PARP3, CCT6A, JAKMIP1). Also represented are genes involved in epigenetic regulation (HDAC4, DNMT3B, and histone demethylases KDM4B, KDM4C, KDM2B, and KDM7A), and those that have never been previously linked to taxane activity (DIP2C, PTPRN2, TTC23, SHANK2). In summary, it is possible to accurately predict taxane activity in cell lines based entirely on methylation at multiple CpG sites.Copyright © 2023 Elsevier Inc. All rights reserved."
