pmid,title,source,abstract
37239458,Novel Differentially Methylated Regions Identified by Genome-Wide DNA Methylation Analyses Contribute to Racial Disparities in Childhood Obesity.,Genes (Basel),"The magnitude of the childhood obesity epidemic and its effects on public health has accelerated the pursuit of practical preventative measures. Epigenetics is one subject that holds a lot of promise, despite being relatively new. The study of potentially heritable variations in gene expression that do not require modifications to the underlying DNA sequence is known as epigenetics. Here, we used Illumina MethylationEPIC BeadChip Array to identify differentially methylated regions in DNA isolated from saliva between normal weight (NW) and overweight/obese (OW/OB) children and between European American (EA) and African American (AA) children. A total of 3133 target IDs (associated with 2313 genes) were differentially methylated (p< 0.05) between NW and OW/OB children. In OW/OB children, 792 target IDs were hypermethylated and 2341 were hypomethylated compared to NW. Similarly, in the racial groups EA and AA, a total of 1239 target IDs corresponding to 739 genes were significantly differentially methylated in which 643 target IDs were hypermethylated and 596 were hypomethylated in the AA compared to EA participants. Along with this, the study identified novel genes that could contribute to the epigenetic regulation of childhood obesity."
37239390,Differential Methylation of Telomere-Related Genes Is Associated with Kidney Disease in Individuals with Type 1 Diabetes.,Genes (Basel),"Diabetic kidney disease (DKD) represents a major global health problem. Accelerated ageing is a key feature of DKD and, therefore, characteristics of accelerated ageing may provide useful biomarkers or therapeutic targets. Harnessing multi-omics, features affecting telomere biology and any associated methylome dysregulation in DKD were explored. Genotype data for nuclear genome polymorphisms in telomere-related genes were extracted from genome-wide case-control association data (n = 823 DKD/903 controls; n = 247 end-stage kidney disease (ESKD)/1479 controls). Telomere length was established using quantitative polymerase chain reaction. Quantitative methylation values for 1091 CpG sites in telomere-related genes were extracted from epigenome-wide case-control association data (n = 150 DKD/100 controls). Telomere length was significantly shorter in older age groups (p= 7.6 × 10-6). Telomere length was also significantly reduced (p= 6.6 × 10-5) in DKD versus control individuals, with significance remaining after covariate adjustment (p= 0.028). DKD and ESKD were nominally associated with telomere-related genetic variation, with Mendelian randomisation highlighting no significant association between genetically predicted telomere length and kidney disease. A total of 496 CpG sites in 212 genes reached epigenome-wide significance (p≤ 10-8) for DKD association, and 412 CpG sites in 193 genes for ESKD. Functional prediction revealed differentially methylated genes were enriched for Wnt signalling involvement. Harnessing previously published RNA-sequencing datasets, potential targets where epigenetic dysregulation may result in altered gene expression were revealed, useful as potential diagnostic and therapeutic targets for intervention."
37233989,Dietary and supplemental intake of vitamins C and E is associated with altered DNA methylation in an epigenome-wide association study meta-analysis.,Epigenetics,"Dietary intake of antioxidants such as vitamins C and E protect against oxidative stress, and may also be associated with altered DNA methylation patterns.We meta-analysed epigenome-wide association study (EWAS) results from 11,866 participants across eight population-based cohorts to evaluate the association between self-reported dietary and supplemental intake of vitamins C and E with DNA methylation. EWAS were adjusted for age, sex, BMI, caloric intake, blood cell type proportion, smoking status, alcohol consumption, and technical covariates. Significant results of the meta-analysis were subsequently evaluated in gene set enrichment analysis (GSEA) and expression quantitative trait methylation (eQTM) analysis.In meta-analysis, methylation at 4,656 CpG sites was significantly associated with vitamin C intake at FDR ≤ 0.05. The most significant CpG sites associated with vitamin C (at FDR ≤ 0.01) were enriched for pathways associated with systems development and cell signalling in GSEA, and were associated with downstream expression of genes enriched in the immune response in eQTM analysis. Furthermore, methylation at 160 CpG sites was significantly associated with vitamin E intake at FDR ≤ 0.05, but GSEA and eQTM analysis of the top most significant CpG sites associated with vitamin E did not identify significant enrichment of any biological pathways investigated.We identified significant associations of many CpG sites with vitamin C and E intake, and our results suggest that vitamin C intake may be associated with systems development and the immune response."
37231515,Epigenomic profiling of isolated blood cell types reveals highly specific B cell smoking signatures and links to disease risk.,Clin Epigenetics,"Tobacco smoking alters the DNA methylation profiles of immune cells which may underpin some of the pathogenesis of smoking-associated diseases. To link smoking-driven epigenetic effects in specific immune cell types with disease risk, we isolated six leukocyte subtypes, CD14+ monocytes, CD15+ granulocytes, CD19+ B cells, CD4+ T cells, CD8+ T cells, and CD56+ natural killer cells, from whole blood of 67 healthy adult smokers and 74 nonsmokers for epigenome-wide association study (EWAS) using Illumina 450k and EPIC methylation arrays.Numbers of smoking-associated differentially methylated sites (smCpGs) at genome-wide significance (p < 1.2 × 10-7) varied widely across cell types, from 5 smCpGs in CD8+ T cells to 111 smCpGs in CD19+ B cells. We found unique smoking effects in each cell type, some of which were not apparent in whole blood. Methylation-based deconvolution to estimate B cell subtypes revealed that smokers had 7.2% (p = 0.033) less naïve B cells. Adjusting for naïve and memory B cell proportions in EWAS and RNA-seq allowed the identification of genes enriched for B cell activation-related cytokine signaling pathways, Th1/Th2 responses, and hematopoietic cancers. Integrating with large-scale public datasets, 62 smCpGs were among CpGs associated with health-relevant EWASs. Furthermore, 74 smCpGs had reproducible methylation quantitative trait loci single nucleotide polymorphisms (SNPs) that were in complete linkage disequilibrium with genome-wide association study SNPs, associating with lung function, disease risks, and other traits.We observed blood cell-type-specific smCpGs, a naïve-to-memory shift among B cells, and by integrating genome-wide datasets, we identified their potential links to disease risks and health traits.© 2023. This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply."
37230663,Maternal Periconceptional Folic Acid Supplementation and DNA Methylation Patterns in Adolescent Offspring.,J Nutr,"Folate, including the folic acid form, is a key component of the one-carbon metabolic pathway used for DNA methylation. Changes in DNA methylation patterns during critical development periods are associated with disease outcomes and are associated with changes in nutritional status in pregnancy. The long-term impact of periconceptional folic acid supplementation on DNA methylation patterns is unknown.To determine the long-term impact of periconceptional folic acid supplementation on DNA methylation patterns, we examined the association of the recommended dosage (400 μg/d) and time period (periconceptional before pregnancy through first trimester) of folic acid supplementation with the DNA methylation patterns in the offspring at age 14-17 y compared with offspring with no supplementation.Two geographic sites in China from the 1993-1995 Community Intervention Program of folic acid supplementation were selected for the follow-up study. DNA methylation at 402,730 CpG sites was assessed using saliva samples from 89 mothers and 179 adolescents (89 male). The mean age at saliva collection was 40 y among mothers (range: 35-54 y) and 15 y among adolescents (range: 14-17 y). Epigenome-wide analyses were conducted to assess the interactions of periconceptional folic acid exposure, the 5,10-methylenetetrahydrofolate reductase (MTHFR)-C677T genotype, and epigenome-wide DNA methylation controlling for offspring sex, geographic region, and background cell composition in the saliva.In the primary outcome, no significant differences were observed in epigenome-wide methylation patterns between adolescents exposed and those non-exposed to maternal periconceptional folic acid supplementation after adjustment for potential confounders [false discovery rate (FDR) P values < 0.05]. The MTHFR-C677T genotype did not modify this lack of association (FDR P values < 0.05).Overall, there were no differences in DNA methylation between adolescents who were exposed during the critical developmental window and those not exposed to the recommended periconceptional/first-trimester dosage of folic acid.Copyright © 2022 American Society for Nutrition."
37218167,Detecting aberrant DNA methylation in Illumina DNA methylation arrays: a toolbox and recommendations for its use.,Epigenetics,"In this study, our goal was to determine probe-specific thresholds for identifying aberrant, or outlying, DNA methylation and to provide guidance on the relative merits of using continuous or outlier methylation data. To construct a reference database, we downloaded Illumina Human 450K array data for more than 2,000 normal samples, characterized the distribution of DNA methylation and derived probe-specific thresholds for identifying aberrations. We made the decision to restrict our reference database to solid normal tissue and morphologically normal tissue found adjacent to solid tumours, excluding blood which has very distinctive patterns of DNA methylation. Next, we explored the utility of our outlier thresholds in several analyses that are commonly performed on DNA methylation data. Outliers are as effective as the full continuous dataset for simple tasks, like distinguishing tumour tissue from normal, but becomes less useful as the complexity of the problem increases. We developed an R package called OutlierMeth containing our thresholds, as well as functions for applying them to data."
37231098,"Gene expression in African Americans, Puerto Ricans and Mexican Americans reveals ancestry-specific patterns of genetic architecture.",Nat Genet,"We explored ancestry-related differences in the genetic architecture of whole-blood gene expression using whole-genome and RNA sequencing data from 2,733 African Americans, Puerto Ricans and Mexican Americans. We found that heritability of gene expression significantly increased with greater proportions of African genetic ancestry and decreased with higher proportions of Indigenous American ancestry, reflecting the relationship between heterozygosity and genetic variance. Among heritable protein-coding genes, the prevalence of ancestry-specific expression quantitative trait loci (anc-eQTLs) was 30% in African ancestry and 8% for Indigenous American ancestry segments. Most anc-eQTLs (89%) were driven by population differences in allele frequency. Transcriptome-wide association analyses of multi-ancestry summary statistics for 28 traits identified 79% more gene-trait associations using transcriptome prediction models trained in our admixed population than models trained using data from the Genotype-Tissue Expression project. Our study highlights the importance of measuring gene expression across large and ancestrally diverse populations for enabling new discoveries and reducing disparities.© 2023. The Author(s)."
37225790,A longitudinal study of the association between attending cultural events and coronary heart disease.,Commun Med (Lond),"The experiences of art and music are an essential part of human life and this study aimed to examine the longitudinal association between cultural participation and coronary heart disease.This was a longitudinal study on a randomly selected representative adult cohort (n = 3296) of the Swedish population. The study period was over 36 years (1982-2017) with three separate eight-year interval measurements of cultural exposure (for example, visiting theatres and museums) starting in 1982/83. The outcome was coronary heart disease during the study period. Marginal structural Cox models with inverse probability weighting were used to account for time-varying weights of the exposure and potential confounders during the follow-up. The associations were also examined through a time-varying Cox proportional hazard regression model.Cultural participation shows a graded association, the higher the exposure the lower the risk of coronary heart disease; the hazard ratio was 0.66 (95% confidence interval, 0.50 to 0.86) for coronary heart disease in participants with the highest level of cultural exposure compared with the lowest level.Although causality cannot be determined due to the remaining risk of residual confounding and bias, the use of marginal structural Cox models with inverse probability weighting strengthens the evidence for a potentially causal association with cardiovascular health, which warrants further studies.© 2023. The Author(s)."
37209526,Integrated fragmentomic profile and 5-Hydroxymethylcytosine of capture-based low-pass sequencing data enables pan-cancer detection via cfDNA.,Transl Oncol,"Using epigenetic markers and fragmentomics of cell-free DNA for cancer detection has been proven applicable.We further investigated the diagnostic potential of combining two features (epigenetic markers and fragmentomic information) of cell-free DNA for detecting various types of cancers. To do this, we extracted cfDNA fragmentomic features from 191 whole-genome sequencing data and studied them in 396 low-pass 5hmC sequencing data, which included four common cancer types and control samples.In our analysis of 5hmC sequencing data from cancer samples, we observed aberrant ultra-long fragments (220-500 bp) that differed from normal samples in terms of both size and coverage profile. These fragments played a significant role in predicting cancer. Leveraging the ability to detect cfDNA hydroxymethylation and fragmentomic markers simultaneously in low-pass 5hmC sequencing data, we developed an integrated model that incorporated 63 features representing both fragmentomic features and hydroxymethylation signatures. This model achieved high sensitivity and specificity for pan-cancer detection (88.52% and 82.35%, respectively).We showed that fragmentomic information in 5hmC sequencing data is an ideal marker for cancer detection and that it shows high performance in low-pass sequencing data.Copyright © 2023. Published by Elsevier Inc."
37239934,Assessing the Differential Methylation Analysis Quality for Microarray and NGS Platforms.,Int J Mol Sci,"Differential methylation (DM) is actively recruited in different types of fundamental and translational studies. Currently, microarray- and NGS-based approaches for methylation analysis are the most widely used with multiple statistical models designed to extract differential methylation signatures. The benchmarking of DM models is challenging due to the absence of gold standard data. In this study, we analyze an extensive number of publicly available NGS and microarray datasets with divergent and widely utilized statistical models and apply the recently suggested and validated rank-statistic-based approach Hobotnica to evaluate the quality of their results. Overall, microarray-based methods demonstrate more robust and convergent results, while NGS-based models are highly dissimilar. Tests on the simulated NGS data tend to overestimate the quality of the DM methods and therefore are recommended for use with caution. Evaluation of the top 10 DMC and top 100 DMC in addition to the not-subset signature also shows more stable results for microarray data. Summing up, given the observed heterogeneity in NGS methylation data, the evaluation of newly generated methylation signatures is a crucial step in DM analysis. The Hobotnica metric is coordinated with previously developed quality metrics and provides a robust, sensitive, and informative estimation of methods' performance and DM signatures' quality in the absence of gold standard data solving a long-existing problem in DM analysis."
